dispnum,ccode1,ccode2,year,midongoing,midonset,sidea1,sidea2,revstate1,revstate2,revtype11,revtype12,revtype21,revtype22,fatality1,fatality2,fatalpre1,fatalpre2,hiact1,hiact2,hostlev1,hostlev2,orig1,orig2,hiact,hostlev,mindur,maxdur,outcome,settle,fatality,fatalpre,stmon,endmon,recip,numa,numb,ongo2010,version
4228,704,700,1998,1,1,1,0,0,1,0,3,0,0,0,0,0,0,11,0,3,1,0,1,11,3,1,21,5,3,0,0,8,8,0,3,1,0,gml-2.1.1
4229,339,345,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1,1,1,11,3,185,185,5,3,0,0,8,2,0,1,1,0,gml-2.1.1
4229,339,345,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1,1,1,11,3,185,185,5,3,0,0,8,2,0,1,1,0,gml-2.1.1
4229,345,339,2000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,1,11,3,185,185,5,3,0,0,8,2,0,1,1,0,gml-2.1.1
4229,345,339,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,1,11,3,185,185,5,3,0,0,8,2,0,1,1,0,gml-2.1.1
4230,344,345,1997,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,1,1,8,3,3,3,5,3,0,0,6,6,0,1,1,0,gml-2.1.1
4230,345,344,1997,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,3,1,1,8,3,3,3,5,3,0,0,6,6,0,1,1,0,gml-2.1.1
4231,344,346,1996,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,4,1,1,1,15,4,70,70,7,2,0,0,8,10,0,1,1,0,gml-2.1.1
4231,346,344,1996,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,4,1,1,15,4,70,70,7,2,0,0,8,10,0,1,1,0,gml-2.1.1
4232,371,373,2000,1,1,1,0,1,0,1,0,0,0,0,0,0,0,16,0,4,1,1,1,16,4,25,25,5,3,0,0,4,4,0,1,1,0,gml-2.1.1
4232,373,371,2000,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,16,1,4,1,1,16,4,25,25,5,3,0,0,4,4,0,1,1,0,gml-2.1.1
4235,371,373,2001,1,1,1,0,1,0,1,0,0,0,0,0,0,0,16,0,4,1,1,1,16,4,1,1,5,3,0,0,2,2,0,1,1,0,gml-2.1.1
4235,373,371,2001,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,16,1,4,1,1,16,4,1,1,5,3,0,0,2,2,0,1,1,0,gml-2.1.1
4236,371,373,2001,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,2,1,1,4,2,1,1,5,3,0,0,12,12,0,1,1,0,gml-2.1.1
4236,373,371,2001,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4,0,2,1,1,1,4,2,1,1,5,3,0,0,12,12,0,1,1,0,gml-2.1.1
4237,560,570,1994,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,1,11,3,1,1,8,3,0,0,12,12,0,1,1,0,gml-2.1.1
4237,570,560,1994,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1,1,1,11,3,1,1,8,3,0,0,12,12,0,1,1,0,gml-2.1.1
4238,365,385,2001,1,1,1,0,0,1,0,2,0,0,0,0,0,0,7,7,3,3,1,1,7,3,6,6,5,3,0,0,2,2,1,1,1,0,gml-2.1.1
4238,385,365,2001,1,1,0,1,1,0,2,0,0,0,0,0,0,0,7,7,3,3,1,1,7,3,6,6,5,3,0,0,2,2,1,1,1,0,gml-2.1.1
4239,365,740,2001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,1,1,7,3,57,57,5,3,0,0,2,4,1,1,1,0,gml-2.1.1
4239,740,365,2001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,1,1,7,3,57,57,5,3,0,0,2,4,1,1,1,0,gml-2.1.1
4240,368,370,2001,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,7,1,3,1,1,7,3,3,32,5,3,0,0,8,9,0,1,1,0,gml-2.1.1
4240,370,368,2001,1,1,1,0,1,0,2,0,0,0,0,0,0,0,7,0,3,1,1,1,7,3,3,32,5,3,0,0,8,9,0,1,1,0,gml-2.1.1
4242,365,372,2001,1,1,1,0,1,0,2,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,365,372,2002,1,0,1,0,1,0,2,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,365,372,2003,1,0,1,0,1,0,2,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,365,372,2004,1,0,1,0,1,0,2,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,365,372,2005,1,0,1,0,1,0,2,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,372,365,2001,1,1,0,1,0,1,0,2,0,0,0,0,0,0,11,16,3,4,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,372,365,2002,1,0,0,1,0,1,0,2,0,0,0,0,0,0,11,16,3,4,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,372,365,2003,1,0,0,1,0,1,0,2,0,0,0,0,0,0,11,16,3,4,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,372,365,2004,1,0,0,1,0,1,0,2,0,0,0,0,0,0,11,16,3,4,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4242,372,365,2005,1,0,0,1,0,1,0,2,0,0,0,0,0,0,11,16,3,4,1,1,16,4,1490,1490,5,3,0,0,10,11,1,1,1,0,gml-2.1.1
4243,840,986,2000,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,16,1,4,1,1,16,4,1,1,5,3,0,0,7,7,0,1,1,0,gml-2.1.1
4243,986,840,2000,1,1,1,0,0,1,0,2,0,0,0,0,0,0,16,0,4,1,1,1,16,4,1,1,5,3,0,0,7,7,0,1,1,0,gml-2.1.1
4244,490,540,1997,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,11,1,3,1,1,11,3,1,24,5,3,0,0,5,5,0,1,1,0,gml-2.1.1
4244,540,490,1997,1,1,1,0,1,0,3,0,0,0,0,0,0,0,11,0,3,1,1,1,11,3,1,24,5,3,0,0,5,5,0,1,1,0,gml-2.1.1
4245,484,490,1997,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16,16,4,4,1,1,16,4,1,8,5,3,1,-9,10,10,1,1,1,0,gml-2.1.1
4245,490,484,1997,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,16,4,4,1,1,16,4,1,8,5,3,1,-9,10,10,1,1,1,0,gml-2.1.1
4246,484,540,1997,1,1,0,1,0,1,0,3,0,0,-9,-9,-9,-9,17,17,4,4,1,1,17,4,5,5,1,2,-9,-9,10,10,1,1,1,0,gml-2.1.1
4246,540,484,1997,1,1,1,0,1,0,3,0,0,0,-9,-9,-9,-9,17,17,4,4,1,1,17,4,5,5,1,2,-9,-9,10,10,1,1,1,0,gml-2.1.1
4248,500,625,1998,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11,16,3,4,1,1,16,4,186,215,5,3,0,0,9,4,1,1,1,0,gml-2.1.1
4248,500,625,1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,16,3,4,1,1,16,4,186,215,5,3,0,0,9,4,1,1,1,0,gml-2.1.1
4248,625,500,1998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,186,215,5,3,0,0,9,4,1,1,1,0,gml-2.1.1
4248,625,500,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,11,4,3,1,1,16,4,186,215,5,3,0,0,9,4,1,1,1,0,gml-2.1.1
4249,500,501,1997,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,1,11,3,1,13,5,3,0,0,2,2,0,1,1,0,gml-2.1.1
4249,501,500,1997,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1,1,1,11,3,1,13,5,3,0,0,2,2,0,1,1,0,gml-2.1.1
4250,471,475,1998,1,1,1,0,1,1,1,1,0,0,1,1,-9,-9,17,17,4,4,1,1,17,4,194,194,5,3,1,-9,3,9,1,1,1,0,gml-2.1.1
4250,475,471,1998,1,1,0,1,1,1,1,1,0,0,1,1,-9,-9,17,17,4,4,1,1,17,4,194,194,5,3,1,-9,3,9,1,1,1,0,gml-2.1.1
4251,438,451,1997,1,1,1,0,1,0,3,0,0,0,0,-9,0,-9,14,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,438,451,1998,1,0,1,0,1,0,3,0,0,0,0,-9,0,-9,14,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,451,438,1997,1,1,0,1,0,1,0,3,0,0,-9,0,-9,0,17,14,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,451,438,1998,1,0,0,1,0,1,0,3,0,0,-9,0,-9,0,17,14,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,451,452,1997,1,1,0,1,0,1,0,3,0,0,-9,0,-9,0,17,14,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,451,452,1998,1,0,0,1,0,1,0,3,0,0,-9,0,-9,0,17,14,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,451,475,1997,1,1,0,1,0,1,0,3,0,0,-9,-9,-9,-9,17,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,451,475,1998,1,0,0,1,0,1,0,3,0,0,-9,-9,-9,-9,17,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,452,451,1997,1,1,1,0,1,0,3,0,0,0,0,-9,0,-9,14,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,452,451,1998,1,0,1,0,1,0,3,0,0,0,0,-9,0,-9,14,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,475,451,1997,1,1,1,0,1,0,3,0,0,0,-9,-9,-9,-9,17,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4251,475,451,1998,1,0,1,0,1,0,3,0,0,0,-9,-9,-9,-9,17,17,4,4,1,1,17,4,288,288,1,2,3,-9,5,3,1,3,1,0,gml-2.1.1
4252,500,517,1999,1,1,1,0,1,1,2,2,1,1,-9,-9,-9,-9,17,17,4,4,1,1,17,4,5,5,5,1,-9,-9,8,8,1,1,1,0,gml-2.1.1
4252,517,500,1999,1,1,0,1,1,1,2,2,1,1,-9,-9,-9,-9,17,17,4,4,1,1,17,4,5,5,5,1,-9,-9,8,8,1,1,1,0,gml-2.1.1
4253,500,517,2000,1,1,1,0,1,1,2,2,1,1,-9,-9,-9,-9,17,17,4,4,1,1,17,4,38,38,5,1,-9,-9,5,6,1,1,1,0,gml-2.1.1
4253,517,500,2000,1,1,0,1,1,1,2,2,1,1,-9,-9,-9,-9,17,17,4,4,1,1,17,4,38,38,5,1,-9,-9,5,6,1,1,1,0,gml-2.1.1
4254,2,450,1998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,1,1,7,3,33,91,8,4,0,0,9,11,0,1,1,0,gml-2.1.1
4254,450,2,1998,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,1,7,3,33,91,8,4,0,0,9,11,0,1,1,0,gml-2.1.1
4255,450,475,1998,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,3,1,1,12,3,1,28,8,3,0,0,2,2,0,1,1,0,gml-2.1.1
4255,475,450,1998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,3,1,1,1,12,3,1,28,8,3,0,0,2,2,0,1,1,0,gml-2.1.1
4256,450,451,1999,1,1,0,1,0,1,0,2,0,0,0,0,0,0,11,1,3,2,1,1,11,3,1,22,8,3,0,0,4,4,1,2,1,0,gml-2.1.1
4256,450,475,1999,1,1,0,1,0,1,0,2,0,0,0,0,0,0,11,1,3,2,1,1,11,3,1,22,8,3,0,0,4,4,1,2,1,0,gml-2.1.1
4256,451,450,1999,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,11,2,3,1,1,11,3,1,22,8,3,0,0,4,4,1,2,1,0,gml-2.1.1
4256,475,450,1999,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,11,2,3,1,1,11,3,1,22,8,3,0,0,4,4,1,2,1,0,gml-2.1.1
4257,438,450,2000,1,1,0,1,1,1,2,2,0,0,0,1,0,-9,16,11,4,3,1,1,16,4,320,320,5,1,1,-9,7,5,1,1,1,0,gml-2.1.1
4257,438,450,2001,1,0,0,1,1,1,2,2,0,0,0,1,0,-9,16,11,4,3,1,1,16,4,320,320,5,1,1,-9,7,5,1,1,1,0,gml-2.1.1
4257,450,438,2000,1,1,1,0,1,1,2,2,0,0,1,0,-9,0,11,16,3,4,1,1,16,4,320,320,5,1,1,-9,7,5,1,1,1,0,gml-2.1.1
4257,450,438,2001,1,0,1,0,1,1,2,2,0,0,1,0,-9,0,11,16,3,4,1,1,16,4,320,320,5,1,1,-9,7,5,1,1,1,0,gml-2.1.1
4258,530,531,1998,1,1,0,1,0,1,0,1,0,0,6,6,-9,-9,20,20,5,5,1,1,20,5,775,775,6,1,6,-9,5,6,1,1,1,0,gml-2.1.1
4258,530,531,1999,1,0,0,1,0,1,0,1,0,0,6,6,-9,-9,20,20,5,5,1,1,20,5,775,775,6,1,6,-9,5,6,1,1,1,0,gml-2.1.1
4258,530,531,2000,1,0,0,1,0,1,0,1,0,0,6,6,-9,-9,20,20,5,5,1,1,20,5,775,775,6,1,6,-9,5,6,1,1,1,0,gml-2.1.1
4258,531,530,1998,1,1,1,0,1,0,1,0,0,0,6,6,-9,-9,20,20,5,5,1,1,20,5,775,775,6,1,6,-9,5,6,1,1,1,0,gml-2.1.1
4258,531,530,1999,1,0,1,0,1,0,1,0,0,0,6,6,-9,-9,20,20,5,5,1,1,20,5,775,775,6,1,6,-9,5,6,1,1,1,0,gml-2.1.1
4258,531,530,2000,1,0,1,0,1,0,1,0,0,0,6,6,-9,-9,20,20,5,5,1,1,20,5,775,775,6,1,6,-9,5,6,1,1,1,0,gml-2.1.1
4259,91,93,2001,1,1,1,0,1,1,2,2,0,0,0,0,0,0,11,0,3,1,1,1,11,3,17,44,6,1,0,0,2,3,0,1,1,0,gml-2.1.1
4259,93,91,2001,1,1,0,1,1,1,2,2,0,0,0,0,0,0,0,11,1,3,1,1,11,3,17,44,6,1,0,0,2,3,0,1,1,0,gml-2.1.1
4260,101,110,1999,1,1,1,0,1,0,1,0,0,0,0,0,0,0,12,8,3,3,1,1,12,3,7,7,5,3,0,0,10,10,1,1,1,0,gml-2.1.1
4260,110,101,1999,1,1,0,1,0,1,0,1,0,0,0,0,0,0,8,12,3,3,1,1,12,3,7,7,5,3,0,0,10,10,1,1,1,0,gml-2.1.1
4261,2,101,2000,1,1,1,0,1,0,4,0,0,0,0,0,0,0,12,0,3,1,1,1,12,3,10,10,5,3,0,0,10,10,0,1,1,0,gml-2.1.1
4261,101,2,2000,1,1,0,1,0,1,0,4,0,0,0,0,0,0,0,12,1,3,1,1,12,3,10,10,5,3,0,0,10,10,0,1,1,0,gml-2.1.1
4262,100,101,2000,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,16,1,4,1,1,16,4,42,42,5,3,0,0,10,11,0,1,1,0,gml-2.1.1
4262,101,100,2000,1,1,1,0,1,0,2,0,0,0,0,0,0,0,16,0,4,1,1,1,16,4,42,42,5,3,0,0,10,11,0,1,1,0,gml-2.1.1
4263,93,100,2001,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,15,1,4,1,1,15,4,9,38,7,1,0,0,10,11,0,1,1,0,gml-2.1.1
4263,100,93,2001,1,1,1,0,0,1,0,2,0,1,0,0,0,0,15,0,4,1,1,1,15,4,9,38,7,1,0,0,10,11,0,1,1,0,gml-2.1.1
4266,731,740,2001,1,1,0,1,1,0,1,0,0,0,1,0,-9,0,17,17,4,4,1,1,17,4,1,1,5,3,1,-9,12,12,1,1,1,0,gml-2.1.1
4266,740,731,2001,1,1,1,0,0,1,0,1,0,0,0,1,0,-9,17,17,4,4,1,1,17,4,1,1,5,3,1,-9,12,12,1,1,1,0,gml-2.1.1
4269,2,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,2,645,1995,1,0,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,200,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,0,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,220,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,0,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,2,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,2,1995,1,0,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,200,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,0,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,220,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,0,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,690,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,690,1995,1,0,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,692,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,0,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,696,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,0,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,645,698,1994,1,1,0,1,1,0,1,0,2,0,0,0,0,0,11,11,3,3,1,0,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,690,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,690,645,1995,1,0,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,1,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,692,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,0,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,696,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,0,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4269,698,645,1994,1,1,1,0,0,1,0,1,0,2,0,0,0,0,11,11,3,3,0,1,11,3,396,425,5,3,0,0,8,9,1,7,1,0,gml-2.1.1
4271,2,645,1996,1,1,1,0,0,1,0,2,0,0,0,-9,0,-9,16,16,4,4,1,1,16,4,67,67,4,3,-9,-9,8,11,1,3,1,0,gml-2.1.1
4271,200,645,1996,1,1,1,0,0,1,0,2,0,0,0,-9,0,-9,16,16,4,4,0,1,16,4,67,67,4,3,-9,-9,8,11,1,3,1,0,gml-2.1.1
4271,645,2,1996,1,1,0,1,1,0,2,0,0,0,-9,0,-9,0,16,16,4,4,1,1,16,4,67,67,4,3,-9,-9,8,11,1,3,1,0,gml-2.1.1
4271,645,200,1996,1,1,0,1,1,0,2,0,0,0,-9,0,-9,0,16,16,4,4,1,0,16,4,67,67,4,3,-9,-9,8,11,1,3,1,0,gml-2.1.1
4271,645,690,1996,1,1,0,1,1,0,2,0,0,0,-9,0,-9,0,16,8,4,3,1,0,16,4,67,67,4,3,-9,-9,8,11,1,3,1,0,gml-2.1.1
4271,690,645,1996,1,1,1,0,0,1,0,2,0,0,0,-9,0,-9,8,16,3,4,0,1,16,4,67,67,4,3,-9,-9,8,11,1,3,1,0,gml-2.1.1
4272,645,690,1996,1,1,0,1,1,0,1,0,0,0,0,0,0,0,17,17,4,4,1,1,17,4,342,342,5,3,0,0,10,9,1,1,1,0,gml-2.1.1
4272,645,690,1997,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17,17,4,4,1,1,17,4,342,342,5,3,0,0,10,9,1,1,1,0,gml-2.1.1
4272,690,645,1996,1,1,1,0,0,1,0,1,0,0,0,0,0,0,17,17,4,4,1,1,17,4,342,342,5,3,0,0,10,9,1,1,1,0,gml-2.1.1
4272,690,645,1997,1,0,1,0,0,1,0,1,0,0,0,0,0,0,17,17,4,4,1,1,17,4,342,342,5,3,0,0,10,9,1,1,1,0,gml-2.1.1
4273,2,645,1997,1,1,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,2,645,1998,1,0,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,2,645,1999,1,0,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,2,645,2000,1,0,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,2,645,2001,1,0,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,2,645,2002,1,0,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,2,645,2003,1,0,1,0,1,1,2,2,3,0,3,6,140,-9,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,1997,1,1,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,1998,1,0,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,1999,1,0,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,2000,1,0,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,2001,1,0,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,2002,1,0,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,200,645,2003,1,0,1,0,1,1,2,2,3,0,2,6,33,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,210,645,1999,1,1,1,0,0,1,0,2,0,0,0,6,0,-9,7,20,3,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,210,645,2003,1,1,1,0,1,1,2,2,3,0,0,6,0,-9,7,20,3,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,220,645,1999,1,1,1,0,0,1,0,2,0,0,0,6,0,-9,7,20,3,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,255,645,1999,1,1,1,0,0,1,0,2,0,0,0,6,0,-9,7,20,3,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,290,645,2003,1,1,1,0,1,1,2,2,3,0,-9,6,-9,-9,20,20,5,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,325,645,1999,1,1,1,0,0,1,0,2,0,0,0,6,0,-9,7,20,3,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,350,645,1999,1,1,1,0,0,1,0,2,0,0,0,6,0,-9,7,20,3,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,640,645,1999,1,1,1,0,0,1,0,2,0,0,0,6,0,-9,0,20,1,5,0,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,1997,1,1,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,1998,1,0,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,1999,1,0,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,2000,1,0,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,2001,1,0,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,2002,1,0,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,2,2003,1,0,0,1,1,1,2,2,0,3,6,3,-9,140,20,20,5,5,1,1,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,200,1997,1,1,0,1,1,1,2,2,0,3,6,2,-9,33,20,20,5,5,1,0,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,200,1998,1,0,0,1,1,1,2,2,0,3,6,2,-9,33,20,20,5,5,1,0,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
4273,645,200,1999,1,0,0,1,1,1,2,2,0,3,6,2,-9,33,20,20,5,5,1,0,20,5,2034,2034,1,2,1,-9,10,5,1,19,1,0,gml-2.1.1
