dispnum,ccode,styear,stmon,stday,endyear,endmon,endday,obsid_start,obsid_end,sidea,hiact,orig,n_ccodes,bilat,init
3444,666,1982,4,6,1985,5,17,ISR-1977-2,ISR-1984,1,20,1,3,0,
3444,652,1982,4,19,1984,6,16,SYR-1971,SYR-1971,0,20,0,3,0,
3444,660,1982,4,6,1985,5,17,LEB-1976,LEB-1982,0,20,1,3,0,
3446,666,1967,6,11,1967,11,23,ISR-1963,ISR-1963,0,17,1,2,1,
3446,652,1967,6,11,1967,11,23,SYR-1966,SYR-1966,1,17,1,2,1,
3447,666,1968,9,3,1971,12,19,ISR-1963,ISR-1969-2,0,17,1,2,1,
3447,652,1968,9,3,1971,12,19,SYR-1966,SYR-1971,1,17,1,2,1,
3448,666,1980,8,19,1981,7,24,ISR-1977-2,ISR-1977-2,1,17,1,3,0,
3448,660,1980,8,19,1981,7,24,LEB-1976,LEB-1976,0,16,1,3,0,0
3448,652,1980,8,24,1981,7,24,SYR-1971,SYR-1971,0,17,0,3,0,
3503,325,1942,8,22,1942,8,22,ITA-1922-2,ITA-1922-2,0,0,0,3,0,0
3503,255,1942,2,15,1942,8,22,GMY-1933,GMY-1933,0,0,1,3,0,0
3503,140,1942,2,15,1942,8,22,BRA-1930,BRA-1930,1,18,1,3,0,
3506,740,1945,6,6,1945,6,6,JPN-1945-1,JPN-1945-1,0,0,1,2,1,0
3506,140,1945,6,6,1945,6,6,BRA-1930,BRA-1930,1,18,1,2,1,
3507,255,1945,2,12,1945,2,12,GMY-1933,GMY-1933,0,0,1,3,0,0
3507,740,1945,2,12,1945,2,12,JPN-1944,JPN-1944,0,0,1,3,0,0
3507,135,1945,2,12,1945,2,12,PER-1939,PER-1939,1,18,1,3,0,
3508,255,1945,2,15,1945,2,15,GMY-1933,GMY-1933,0,0,1,3,0,0
3508,740,1945,2,15,1945,2,15,JPN-1944,JPN-1944,0,0,1,3,0,0
3508,165,1945,2,15,1945,2,15,URU-1943,URU-1943,1,18,1,3,0,
3509,740,1945,3,27,1945,3,27,JPN-1944,JPN-1944,0,0,1,3,0,0
3509,255,1945,3,27,1945,3,27,GMY-1933,GMY-1933,0,0,1,3,0,0
3509,160,1945,3,27,1945,3,27,ARG-1944,ARG-1944,1,18,1,3,0,
3510,740,1945,4,11,1945,4,11,JPN-1945-1,JPN-1945-1,0,0,1,2,1,0
3510,155,1945,4,11,1945,4,11,CHL-1942,CHL-1942,1,18,1,2,1,
3511,255,1945,2,24,1945,2,24,GMY-1933,GMY-1933,0,0,1,3,0,0
3511,740,1945,2,24,1945,2,24,JPN-1944,JPN-1944,0,0,1,3,0,0
3511,651,1945,2,24,1945,2,24,EGY-1936,EGY-1936,1,18,1,3,0,
3512,740,1945,3,1,1945,3,1,JPN-1944,JPN-1944,0,0,1,2,1,0
3512,630,1945,3,1,1945,3,1,IRN-1941,IRN-1941,1,18,1,2,1,
3513,740,1941,12,8,1941,12,8,JPN-1941,JPN-1941,0,0,1,7,0,0
3513,255,1941,12,12,1941,12,12,GMY-1933,GMY-1933,0,0,0,7,0,0
3513,325,1941,12,12,1941,12,12,ITA-1922-2,ITA-1922-2,0,0,0,7,0,0
3513,355,1941,12,24,1941,12,30,BUL-1918,BUL-1918,0,0,0,7,0,0
3513,310,1941,12,24,1941,12,30,HUN-1920,HUN-1920,0,0,0,7,0,0
3513,41,1941,12,8,1941,12,24,HAI-1941,HAI-1941,1,18,1,7,0,
3513,360,1941,12,24,1941,12,30,RUM-1940,RUM-1940,0,0,0,7,0,0
3514,740,1941,12,9,1941,12,8,JPN-1941,JPN-1941,0,0,1,7,0,0
3514,255,1941,12,11,1941,12,11,GMY-1933,GMY-1933,0,0,0,7,0,0
3514,325,1941,12,11,1941,12,11,ITA-1922-2,ITA-1922-2,0,0,0,7,0,0
3514,310,1941,12,19,1941,12,19,HUN-1920,HUN-1920,0,0,0,7,0,0
3514,355,1941,12,19,1941,12,19,BUL-1918,BUL-1918,0,0,0,7,0,0
3514,360,1941,12,19,1941,12,19,RUM-1940,RUM-1940,0,0,0,7,0,0
3514,93,1941,12,9,1941,12,19,NIC-1937,NIC-1937,1,18,1,7,0,
3515,255,1943,9,9,1943,9,9,GMY-1933,GMY-1933,0,0,1,2,1,0
3515,630,1943,9,9,1943,9,9,IRN-1941,IRN-1941,1,18,1,2,1,
3516,255,1943,4,2,1943,4,2,GMY-1933,GMY-1933,0,0,1,4,0,0
3516,325,1943,4,2,1943,4,2,ITA-1922-2,ITA-1922-2,0,0,1,4,0,0
3516,740,1943,4,2,1943,4,2,JPN-1941,JPN-1941,0,0,1,4,0,0
3516,145,1943,4,2,1943,4,2,BOL-1940,BOL-1940,1,18,1,4,0,
3518,255,1941,12,11,1941,12,11,GMY-1933,GMY-1933,0,0,0,4,0,0
3518,325,1941,12,11,1941,12,11,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3518,740,1941,12,7,1941,12,7,JPN-1941,JPN-1941,0,0,1,4,0,0
3518,94,1941,12,7,1941,12,11,COS-1940,COS-1940,1,18,1,4,0,
3519,255,1941,12,11,1941,12,11,GMY-1933,GMY-1933,0,0,0,4,0,0
3519,325,1941,12,11,1941,12,11,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3519,740,1941,12,7,1941,12,9,JPN-1941,JPN-1941,0,0,1,4,0,0
3519,40,1941,12,7,1941,12,11,CUB-1940,CUB-1940,1,18,1,4,0,
3520,740,1941,12,8,1941,12,8,JPN-1941,JPN-1941,0,0,1,4,0,0
3520,325,1941,12,11,1941,12,11,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3520,255,1941,12,11,1941,12,11,GMY-1933,GMY-1933,0,0,0,4,0,0
3520,42,1941,12,8,1941,12,11,DOM-1930-2,DOM-1930-2,1,18,1,4,0,
3521,255,1941,12,12,1941,12,12,GMY-1933,GMY-1933,0,0,0,4,0,0
3521,325,1941,12,12,1941,12,12,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3521,740,1941,12,8,1941,12,8,JPN-1941,JPN-1941,0,0,1,4,0,0
3521,92,1941,12,8,1941,12,12,SAL-1935,SAL-1935,1,18,1,4,0,
3522,740,1941,12,8,1941,12,8,JPN-1941,JPN-1941,0,0,1,4,0,0
3522,255,1941,12,11,1941,12,11,GMY-1933,GMY-1933,0,0,0,4,0,0
3522,325,1941,12,11,1941,12,11,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3522,90,1941,12,8,1941,12,11,GUA-1931-2,GUA-1931-2,1,18,1,4,0,
3523,255,1941,12,12,1941,12,12,GMY-1933,GMY-1933,0,0,0,4,0,0
3523,325,1941,12,12,1941,12,12,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3523,740,1941,12,8,1941,12,8,JPN-1941,JPN-1941,0,0,1,4,0,0
3523,91,1941,12,8,1941,12,12,HON-1933,HON-1933,1,18,1,4,0,
3525,740,1941,12,8,1941,12,8,JPN-1941,JPN-1941,0,0,1,4,0,0
3525,255,1941,12,12,1941,12,12,GMY-1933,GMY-1933,0,0,0,4,0,0
3525,325,1941,12,12,1941,12,12,ITA-1922-2,ITA-1922-2,0,0,0,4,0,0
3525,95,1941,12,8,1941,12,12,PAN-1941-2,PAN-1941-2,1,18,1,4,0,
3526,255,1944,1,26,1944,1,26,GMY-1933,GMY-1933,0,0,1,3,0,0
3526,740,1944,1,26,1944,1,26,JPN-1941,JPN-1941,0,0,1,3,0,0
3526,450,1944,1,26,1944,1,26,LBR-1944,LBR-1944,1,18,1,3,0,
3527,740,1942,12,14,1942,12,14,JPN-1941,JPN-1941,0,0,1,4,0,0
3527,325,1942,12,14,1942,12,14,ITA-1922-2,ITA-1922-2,0,0,1,4,0,0
3527,255,1942,12,14,1942,12,14,GMY-1933,GMY-1933,0,0,1,4,0,0
3527,530,1942,12,14,1942,12,14,ETH-1941,ETH-1941,1,18,1,4,0,
3540,800,1984,4,15,1986,6,14,THI-1980,THI-1980,0,17,1,3,0,
3540,812,1984,4,15,1986,6,14,LAO-1975,LAO-1975,1,17,1,3,0,
3540,816,1985,8,9,1985,8,11,DRV-1969,DRV-1969,1,16,0,3,0,
3542,360,1940,6,24,1940,10,19,RUM-1930,RUM-1940,0,17,1,2,1,
3542,365,1940,6,24,1940,10,19,RUS-1923,RUS-1923,1,17,1,2,1,
3551,211,1992,7,16,1996,10,2,BEL-1992,BEL-1992,1,13,1,15,0,1
3551,20,1992,7,16,1992,7,16,CAN-1984-2,CAN-1984-2,1,7,1,15,0,1
3551,390,1992,7,16,1992,7,16,DEN-1982,DEN-1982,1,7,1,15,0,1
3551,220,1992,7,16,1996,10,2,FRN-1981,FRN-1995,1,13,1,15,0,1
3551,255,1992,7,16,1996,10,2,,,1,13,1,15,0,1
3551,350,1992,7,16,1996,10,2,GRC-1990,GRC-1996,1,13,1,15,0,1
3551,325,1992,7,16,1996,10,2,ITA-1992,ITA-1996,1,13,1,15,0,1
3551,210,1992,7,16,1996,10,2,NTH-1982,NTH-1994,1,13,1,15,0,1
3551,235,1992,7,16,1992,7,16,POR-1986,POR-1986,1,7,1,15,0,1
3551,360,1993,1,30,1993,2,8,RUM-1992,RUM-1992,1,15,0,15,0,
3551,230,1992,7,16,1996,10,2,SPN-1982,SPN-1996,1,13,1,15,0,1
3551,640,1992,7,16,1996,10,2,TUR-1991-2,TUR-1996-2,1,7,1,15,0,1
3551,200,1992,7,16,1996,10,2,UKG-1990,UKG-1990,1,13,1,15,0,1
3551,2,1992,7,16,1996,10,2,USA-1989,USA-1993,1,13,1,15,0,1
3551,345,1992,7,16,1996,10,2,YUG-1989,YUG-1989,0,15,1,15,0,0
3552,645,1992,7,27,1993,12,23,IRQ-1979,IRQ-1979,0,17,1,7,0,
3552,2,1992,7,27,1993,12,23,USA-1989,USA-1993,1,17,1,7,0,
3552,200,1992,8,26,1993,1,19,UKG-1990,UKG-1990,1,17,0,7,0,
3552,220,1992,8,26,1993,1,22,FRN-1981,FRN-1981,1,17,0,7,0,
3552,690,1992,8,2,1993,1,17,KUW-1991,KUW-1991,1,17,0,7,0,
3552,365,1993,1,6,1993,1,14,RUS-1991,RUS-1991,1,1,0,7,0,
3552,670,1993,7,1,1993,7,4,SAU-1982,SAU-1982,1,0,0,7,0,0
3555,344,1992,1,19,1992,7,10,CRO-1990,CRO-1990,1,17,1,2,1,
3555,345,1992,1,19,1992,7,10,YUG-1989,YUG-1989,0,17,1,2,1,
3556,346,1992,10,20,1992,10,27,BOS-1990,BOS-1990,0,17,1,2,1,
3556,344,1992,10,20,1992,10,27,CRO-1990,CRO-1990,1,17,1,2,1,
3557,346,1992,4,7,1993,3,13,BOS-1990,BOS-1990,0,20,1,3,0,
3557,345,1992,4,7,1993,3,13,YUG-1989,YUG-1989,1,20,1,3,0,
3557,344,1992,4,7,1993,3,13,CRO-1990,CRO-1990,0,20,1,3,0,
3560,366,1992,7,27,1992,8,2,EST-1992-1,EST-1992-1,0,17,1,2,1,
3560,365,1992,7,27,1992,8,2,RUS-1991,RUS-1991,1,17,1,2,1,
3561,372,1992,6,13,1993,10,22,GRG-1992-2,GRG-1992-2,0,17,1,2,1,
3561,365,1992,6,13,1993,10,22,RUS-1991,RUS-1991,1,17,1,2,1,
3564,371,1992,1,26,1995,1,-9,ARM-1991,ARM-1991,1,20,1,5,0,
3564,373,1992,1,26,1995,1,-9,AZE-1991,AZE-1993,0,20,1,5,0,
3564,630,1993,9,-9,1993,9,-9,IRN-1989-2,IRN-1989-2,0,7,0,5,0,
3564,365,1993,2,-9,1993,5,16,RUS-1991,RUS-1991,1,17,0,5,0,
3564,640,1993,4,-9,1993,5,16,TUR-1991-2,TUR-1991-2,0,16,0,5,0,
3566,645,1992,4,5,1992,9,2,IRQ-1979,IRQ-1979,0,17,1,2,1,
3566,630,1992,4,5,1992,9,2,IRN-1989-2,IRN-1989-2,1,17,1,2,1,
3568,645,1992,10,7,1994,1,4,IRQ-1979,IRQ-1979,1,17,1,5,0,
3568,690,1992,10,7,1994,1,4,KUW-1991,KUW-1991,0,17,1,5,0,
3568,220,1993,1,12,1993,1,13,FRN-1981,FRN-1981,0,1,0,5,0,
3568,200,1993,1,12,1993,1,13,UKG-1990,UKG-1990,0,1,0,5,0,
3568,2,1992,12,27,1993,1,20,USA-1989,USA-1993,0,16,0,5,0,
3569,694,1992,9,30,1992,12,20,QAT-1972,QAT-1972,0,17,1,2,1,
3569,670,1992,9,30,1992,12,20,SAU-1982,SAU-1982,1,17,1,2,1,
3570,732,1992,5,22,1992,5,22,ROK-1988,ROK-1988,0,17,1,2,1,
3570,731,1992,5,22,1992,5,22,PRK-1948,PRK-1948,1,17,1,2,1,
3599,345,1919,5,1,1919,9,10,YUG-1918,YUG-1918,1,17,1,2,1,
3599,305,1919,5,1,1919,9,10,AUS-1918,AUS-1918,0,17,1,2,1,
3604,651,1978,2,19,1978,2,19,EGY-1970,EGY-1970,1,17,1,2,1,
3604,352,1978,2,19,1978,2,19,CYP-1977,CYP-1977,0,17,1,2,1,
3614,816,1983,3,-9,1983,4,20,DRV-1969,DRV-1969,1,17,1,2,1,
3614,710,1983,3,-9,1983,4,20,CHN-1980,CHN-1980,0,17,1,2,1,
3618,775,1985,5,6,1985,10,5,MYA-1962,MYA-1962,1,17,1,2,1,
3618,800,1985,5,6,1985,10,5,THI-1980,THI-1980,0,17,1,2,1,
3620,620,1985,11,23,1985,12,3,LIB-1969,LIB-1969,1,15,1,3,0,1
3620,2,1985,11,26,1985,11,26,USA-1981,USA-1981,0,8,0,3,0,
3620,651,1985,11,23,1985,12,3,EGY-1981,EGY-1981,0,11,1,3,0,0
3622,816,1984,11,-9,1986,2,5,DRV-1969,DRV-1969,0,20,1,2,1,
3622,710,1984,11,-9,1986,2,5,CHN-1980,CHN-1980,1,20,1,2,1,
3625,670,1986,3,11,1986,3,16,SAU-1982,SAU-1982,0,0,0,4,0,0
3625,2,1986,1,12,1986,3,14,USA-1981,USA-1981,0,7,0,4,0,
3625,630,1985,11,24,1986,3,24,IRN-1979,IRN-1979,1,15,1,4,0,1
3625,690,1985,11,24,1986,3,24,KUW-1978,KUW-1978,0,8,1,4,0,0
3626,750,1986,3,7,1986,4,14,IND-1984,IND-1984,1,17,1,2,1,
3626,771,1986,3,7,1986,4,14,BNG-1982,BNG-1982,0,17,1,2,1,
3628,816,1986,10,14,1987,3,15,DRV-1986-1,DRV-1986-2,0,20,1,2,1,
3628,710,1986,10,14,1987,3,15,CHN-1980,CHN-1980,1,20,1,2,1,
3630,200,1982,3,31,1982,6,14,UKG-1979,UKG-1979,0,17,1,2,1,
3630,160,1982,3,31,1982,6,14,ARG-1981-3,ARG-1981-3,1,17,1,2,1,
3631,620,1977,6,-9,1981,1,6,LIB-1969,LIB-1969,1,17,1,3,0,
3631,220,1978,4,15,1980,5,17,FRN-1974-2,FRN-1974-2,0,17,0,3,0,
3631,483,1977,6,-9,1981,1,6,CHA-1975,CHA-1979,0,17,1,3,0,
3633,483,1981,5,-9,1981,11,15,CHA-1979,CHA-1979,1,17,0,3,0,
3633,220,1980,12,12,1981,11,12,FRN-1974-2,FRN-1981,1,11,1,3,0,1
3633,620,1980,12,12,1981,11,12,LIB-1969,LIB-1969,0,17,1,3,0,
3634,490,1983,7,3,1984,10,13,DRC-1965,DRC-1965,0,7,0,5,0,
3634,220,1983,8,9,1984,10,20,FRN-1981,FRN-1981,0,20,0,5,0,
3634,620,1983,2,17,1984,12,17,LIB-1969,LIB-1969,1,20,1,5,0,
3634,483,1983,2,17,1984,12,17,CHA-1982,CHA-1982,0,20,1,5,0,
3634,2,1983,2,-9,1983,8,24,USA-1981,USA-1981,0,7,0,5,0,
3635,483,1986,2,10,1987,9,11,CHA-1982,CHA-1982,0,20,1,3,0,
3635,620,1986,2,10,1987,9,11,LIB-1969,LIB-1969,1,20,1,3,0,
3635,220,1986,3,-9,1987,9,11,FRN-1981,FRN-1981,0,17,0,3,0,
3639,816,1984,1,1,1984,7,12,DRV-1969,DRV-1969,1,20,1,2,1,
3639,710,1984,1,1,1984,7,12,CHN-1980,CHN-1980,0,20,1,2,1,
3703,255,1940,5,9,1940,5,16,GMY-1933,GMY-1933,1,17,1,4,0,
3703,212,1940,5,9,1940,5,16,LUX-1937,,0,17,1,4,0,
3703,200,1940,5,9,1940,5,16,UKG-1937,UKG-1940,0,17,1,4,0,
3703,220,1940,5,9,1940,5,16,FRN-1940-1,FRN-1940-1,0,17,1,4,0,
3706,390,1940,4,9,1940,4,9,DEN-1929,DEN-1929,0,17,1,2,1,
3706,255,1940,4,9,1940,4,9,GMY-1933,GMY-1933,1,17,1,2,1,
3714,255,1945,2,15,1945,2,15,GMY-1933,GMY-1933,0,0,1,3,0,0
3714,740,1945,2,15,1945,2,15,JPN-1944,JPN-1944,0,0,1,3,0,0
3714,101,1945,2,15,1945,2,15,VEN-1941,VEN-1941,1,18,1,3,0,
3715,255,1945,2,7,1945,2,7,GMY-1933,GMY-1933,0,0,1,3,0,0
3715,740,1945,2,7,1945,2,7,JPN-1944,JPN-1944,0,0,1,3,0,0
3715,150,1945,2,7,1945,2,7,PAR-1940,PAR-1940,1,18,1,3,0,
3724,200,1940,3,1,1940,6,10,UKG-1937,UKG-1940,0,0,1,2,1,0
3724,325,1940,3,1,1940,6,10,ITA-1922-2,ITA-1922-2,1,18,1,2,1,
3725,220,1882,6,2,1882,7,10,FRN-1882-1,FRN-1882-1,1,8,1,3,0,1
3725,200,1882,6,2,1882,9,15,UKG-1880,UKG-1880,1,20,1,3,0,
3725,651,1882,6,2,1882,9,15,,,0,20,1,3,0,
3820,220,1940,4,17,1940,6,10,FRN-1940-1,FRN-1940-1,0,0,1,3,0,0
3820,325,1940,4,17,1940,6,10,ITA-1922-2,ITA-1922-2,1,18,1,3,0,
3820,200,1940,4,17,1940,6,10,UKG-1937,UKG-1940,0,0,1,3,0,0
3822,365,1940,8,26,1941,6,22,RUS-1923,RUS-1923,0,10,1,2,1,0
3822,255,1940,8,26,1941,6,22,GMY-1933,GMY-1933,1,18,1,2,1,
3823,360,1940,8,23,1940,8,30,RUM-1930,RUM-1930,1,17,1,2,1,
3823,310,1940,8,23,1940,8,30,HUN-1920,HUN-1920,0,17,1,2,1,
3826,255,1944,8,24,1944,8,24,GMY-1933,GMY-1933,0,0,1,3,0,0
3826,310,1944,8,24,1944,8,24,HUN-1920,HUN-1920,0,0,1,3,0,0
3826,360,1944,8,24,1944,8,24,RUM-1944,RUM-1944,1,18,1,3,0,
3827,255,1944,9,8,1944,9,8,GMY-1933,GMY-1933,0,0,1,2,1,0
3827,355,1944,9,8,1944,9,8,BUL-1943,BUL-1943,1,18,1,2,1,
3850,255,1940,1,28,1941,2,19,GMY-1933,GMY-1933,1,7,1,3,0,1
3850,640,1940,1,28,1941,2,19,TUR-1938,TUR-1938,0,17,1,3,0,
3850,355,1940,10,5,1941,2,19,BUL-1918,BUL-1918,1,17,0,3,0,
3853,325,1940,6,12,1940,10,20,ITA-1922-2,ITA-1922-2,1,17,1,4,0,
3853,651,1940,6,12,1940,10,20,EGY-1936,EGY-1936,0,16,1,4,0,0
3853,200,1940,6,14,1940,10,20,UKG-1940,UKG-1940,0,17,0,4,0,
3853,220,1940,6,22,1940,6,22,FRN-1940-2,FRN-1940-2,0,16,0,4,0,
3869,355,1941,9,14,1941,9,19,BUL-1918,BUL-1918,0,17,1,2,1,
3869,365,1941,9,14,1941,9,19,RUS-1923,RUS-1923,1,17,1,2,1,
3872,365,1941,1,-9,1941,1,-9,RUS-1923,RUS-1923,1,17,1,2,1,
3872,360,1941,1,-9,1941,1,-9,RUM-1940,RUM-1940,0,17,1,2,1,
3877,325,1942,6,1,1942,6,1,ITA-1922-2,ITA-1922-2,1,0,0,4,0,0
3877,255,1942,5,13,1942,6,1,GMY-1933,GMY-1933,1,16,1,4,0,1
3877,70,1942,5,13,1942,6,1,MEX-1940,MEX-1940,0,18,1,4,0,
3877,740,1942,5,22,1942,5,22,JPN-1941,JPN-1941,1,0,0,4,0,0
3878,41,1942,8,2,1942,8,2,HAI-1941,HAI-1941,0,0,1,2,1,0
3878,360,1942,8,2,1942,8,2,RUM-1940,RUM-1940,1,18,1,2,1,
3901,2,1988,11,13,1990,1,3,USA-1981,USA-1989,0,17,1,2,1,
3901,95,1988,11,13,1990,1,3,PAN-1983,PAN-1983,1,17,1,2,1,
3904,91,1989,5,23,1989,5,27,HON-1986,HON-1986,0,17,1,2,1,
3904,92,1989,5,23,1989,5,27,SAL-1984,SAL-1984,1,17,1,2,1,
3911,501,1989,3,2,1989,3,13,KEN-1978,KEN-1978,0,17,1,2,1,
3911,500,1989,3,2,1989,3,13,UGA-1986,UGA-1986,1,17,1,2,1,
3914,645,1989,3,13,1989,3,14,IRQ-1979,IRQ-1979,1,17,1,2,1,
3914,630,1989,3,13,1989,3,14,IRN-1979,IRN-1979,0,17,1,2,1,
3919,800,1989,5,21,1989,5,21,THI-1988,THI-1988,0,17,1,2,1,
3919,775,1989,5,21,1989,5,21,MYA-1988-3,MYA-1988-3,1,17,1,2,1,
3952,433,1990,1,1,1990,5,29,SEN-1981,SEN-1981,0,17,1,2,1,
3952,404,1990,1,1,1990,5,29,GNB-1980,GNB-1980,1,17,1,2,1,
3953,435,1989,10,-9,1990,7,-9,MAA-1984,MAA-1984,0,17,1,2,1,
3953,433,1989,10,-9,1990,7,-9,SEN-1981,SEN-1981,1,17,1,2,1,
3957,640,1990,8,11,1991,4,3,TUR-1989,TUR-1989,0,7,0,28,0,
3957,451,1990,12,-9,1991,4,3,SIE-1985,SIE-1985,0,7,0,28,0,
3957,433,1990,12,1,1991,4,3,SEN-1981,SEN-1981,0,7,0,28,0,
3957,770,1990,9,-9,1991,4,3,PAK-1990-1,PAK-1990-2,0,7,0,28,0,
3957,436,1990,12,-9,1991,4,3,NIR-1987,NIR-1987,0,7,0,28,0,
3957,600,1990,8,11,1991,4,3,MOR-1961,MOR-1961,0,7,0,28,0,
3957,771,1990,9,-9,1991,4,3,BNG-1982,BNG-1991,0,7,0,28,0,
3957,210,1990,8,21,1991,4,3,NTH-1982,NTH-1982,0,7,0,28,0,
3957,160,1990,9,18,1991,4,3,ARG-1989,ARG-1989,0,7,0,28,0,
3957,230,1990,8,21,1991,4,3,SPN-1982,SPN-1982,0,7,0,28,0,
3957,211,1990,8,21,1991,4,3,BEL-1981-2,BEL-1981-2,0,7,0,28,0,
3957,350,1990,8,21,1991,4,3,GRC-1990,GRC-1990,0,7,0,28,0,
3957,255,1991,1,6,1991,4,3,,,0,7,0,28,0,
3957,694,1991,1,22,1991,4,3,QAT-1972,QAT-1972,0,16,0,28,0,
3957,698,1991,2,24,1991,4,3,OMA-1970,OMA-1970,0,16,0,28,0,
3957,900,1990,9,1,1991,4,3,AUL-1983,AUL-1983,0,16,0,28,0,
3957,692,1991,1,24,1991,4,3,BAH-1971,BAH-1971,0,16,0,28,0,
3957,652,1990,8,14,1991,4,3,SYR-1971,SYR-1971,0,20,0,28,0,
3957,20,1990,8,10,1991,4,3,CAN-1984-2,CAN-1984-2,0,20,0,28,0,
3957,696,1990,6,26,1991,4,26,UAE-1971,UAE-1971,0,16,1,28,0,0
3957,200,1990,8,9,1991,4,3,UKG-1979,UKG-1990,0,20,0,28,0,
3957,651,1990,8,11,1991,4,3,EGY-1981,EGY-1981,0,20,0,28,0,
3957,220,1990,8,8,1991,4,3,FRN-1981,FRN-1981,0,20,0,28,0,
3957,325,1990,8,21,1991,4,3,ITA-1989,ITA-1989,0,20,0,28,0,
3957,670,1990,8,3,1991,4,3,SAU-1982,SAU-1982,0,20,0,28,0,
3957,2,1990,7,24,1991,4,3,USA-1989,USA-1989,0,20,0,28,0,
3957,690,1990,6,26,1990,8,26,KUW-1978,KUW-1990,0,17,1,28,0,
3957,645,1990,6,26,1991,4,26,IRQ-1979,IRQ-1979,1,20,1,28,0,
3958,666,1990,4,28,1991,2,1,ISR-1986,ISR-1986,1,17,1,2,1,
3958,663,1990,4,28,1991,2,1,JOR-1952,JOR-1952,0,17,1,2,1,
3959,750,1990,2,11,1990,12,22,IND-1989,IND-1990,1,17,1,2,1,
3959,770,1990,2,11,1990,12,22,PAK-1988-2,PAK-1990-2,0,17,1,2,1,
3960,775,1990,2,8,1990,2,10,MYA-1988-3,MYA-1988-3,1,17,1,2,1,
3960,800,1990,2,8,1990,2,10,THI-1988,THI-1988,0,17,1,2,1,
3973,630,1991,5,21,1991,5,22,IRN-1989-2,IRN-1989-2,1,17,1,2,1,
3973,2,1991,5,21,1991,5,22,USA-1989,USA-1989,0,17,1,2,1,
3974,645,1991,3,15,1992,1,2,IRQ-1979,IRQ-1979,0,16,1,4,0,0
3974,220,1991,4,17,1991,10,10,FRN-1981,FRN-1981,1,7,0,4,0,
3974,200,1991,4,17,1991,10,10,UKG-1990,UKG-1990,1,7,0,4,0,
3974,2,1991,3,15,1992,1,2,USA-1989,USA-1989,1,16,1,4,0,1
3979,500,1991,1,24,1991,12,28,UGA-1986,UGA-1986,0,17,1,2,1,
3979,517,1991,1,24,1991,12,28,RWA-1973,RWA-1973,1,17,1,2,1,
3982,645,1991,5,29,1991,8,29,IRQ-1979,IRQ-1979,1,17,1,2,1,
3982,690,1991,5,29,1991,8,29,KUW-1991,KUW-1991,0,17,1,2,1,
3985,770,1991,4,25,1991,9,2,PAK-1990-2,PAK-1990-2,0,17,1,2,1,
3985,750,1991,4,25,1991,9,2,IND-1990,IND-1991,1,17,1,2,1,
3988,91,1991,2,1,1991,2,1,HON-1990,HON-1990,0,17,1,2,1,
3988,93,1991,2,1,1991,2,1,NIC-1990,NIC-1990,1,17,1,2,1,
3994,666,1977,9,16,1979,8,20,ISR-1977-2,ISR-1977-2,1,17,1,3,0,
3994,660,1977,9,16,1979,8,20,LEB-1976,LEB-1976,0,17,1,3,0,
3994,652,1977,9,-9,1977,9,-9,SYR-1971,SYR-1971,0,7,0,3,0,
4001,811,1994,1,1,1996,9,23,CAM-1993,CAM-1993,0,17,1,2,1,
4001,800,1994,1,1,1996,9,23,THI-1992-3,THI-1995,1,17,1,2,1,
4005,750,1995,6,25,1995,6,25,IND-1991,IND-1991,0,17,1,2,1,
4005,771,1995,6,25,1995,6,25,BNG-1991,BNG-1991,1,17,1,2,1,
4007,750,1993,9,17,1999,7,17,IND-1991,IND-1998,0,20,1,2,1,
4007,770,1993,9,17,1999,7,17,PAK-1993-3,PAK-1997,1,20,1,2,1,
4008,800,1995,5,31,1995,5,31,THI-1992-3,THI-1992-3,0,17,1,2,1,
4008,816,1995,5,31,1995,5,31,DRV-1991,DRV-1991,1,17,1,2,1,
4011,91,1995,4,8,1995,6,13,HON-1994,HON-1994,0,17,1,2,1,
4011,93,1995,4,8,1995,6,13,NIC-1990,NIC-1990,1,17,1,2,1,
4013,135,1995,1,9,1995,7,25,PER-1990,PER-1990,0,17,1,2,1,
4013,130,1995,1,9,1995,7,25,ECU-1992,ECU-1992,1,17,1,2,1,
4016,41,1993,10,18,1994,9,18,HAI-1991-2,HAI-1991-2,0,7,1,8,0,0
4016,160,1993,10,18,1994,4,18,ARG-1989,ARG-1989,1,13,1,8,0,1
4016,20,1993,10,18,1994,4,18,CAN-1993-1,CAN-1993-2,1,13,1,8,0,1
4016,42,1994,5,29,1994,9,18,DOM-1986,DOM-1986,1,13,0,8,0,
4016,220,1993,10,18,1994,4,18,FRN-1981,FRN-1981,1,13,1,8,0,1
4016,210,1993,10,18,1994,4,20,NTH-1982,NTH-1982,1,13,1,8,0,1
4016,200,1993,10,18,1994,9,18,UKG-1990,UKG-1990,1,13,1,8,0,1
4016,2,1993,10,18,1994,9,18,USA-1993,USA-1993,1,13,1,8,0,1
4018,710,1993,1,-9,1993,4,-9,CHN-1980,CHN-1980,0,17,1,2,1,
